Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Estimated LTV,promo_dependency_score,satisfaction_flag,value_tier,loyalty_score_A,loyalty_score_B
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,1184,1.0,1,Silver,0.44507692307692315,0.7070769230769232
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,656,1.0,0,Bronze,0.3914871794871795,0.48900000000000005
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,828,1.0,0,Bronze,0.4363076923076923,0.8333846153846154
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,1620,1.0,0,Silver,0.5494358974358974,0.7070769230769232
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,420,1.0,0,Bronze,0.2292051282051282,0.7070769230769232
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,837,1.0,1,Bronze,0.36753846153846154,0.8333846153846154
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.8,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,1800,1.0,0,Silver,0.5942051282051282,0.8333846153846154
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,1288,1.0,0,Silver,0.4418974358974359,0.9586153846153846
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,1455,1.0,0,Silver,0.546025641025641,0.8333846153846154
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,5100,1.0,0,Platinum,0.9923589743589744,0.8333846153846154
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,3264,1.0,1,Gold,0.7727948717948718,0.6212307692307693
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,4851,1.0,1,Platinum,0.966076923076923,0.48900000000000005
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,4459,1.0,1,Platinum,0.9241794871794872,0.7070769230769232
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,840,1.0,0,Bronze,0.37433333333333335,0.8333846153846154
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.8,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,1820,1.0,0,Silver,0.5454102564102564,0.9586153846153846
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,1953,1.0,0,Silver,0.5945128205128205,0.9586153846153846
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,3969,1.0,0,Platinum,0.8747948717948718,0.48900000000000005
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,2430,1.0,0,Gold,0.6462564102564102,0.9586153846153846
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,2392,1.0,1,Gold,0.697076923076923,0.7070769230769232
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,2288,1.0,0,Gold,0.632,0.6212307692307693
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,624,1.0,1,Bronze,0.3193333333333333,0.9586153846153846
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,1938,1.0,1,Silver,0.599,0.48900000000000005
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,646,1.0,1,Bronze,0.28392307692307694,0.6212307692307693
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,1426,1.0,1,Silver,0.49115384615384616,0.8333846153846154
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,441,1.0,1,Bronze,0.28682051282051285,0.48900000000000005
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,2664,1.0,1,Gold,0.6885128205128205,0.6212307692307693
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,156,1.0,0,Bronze,0.13276923076923078,0.6212307692307693
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,1260,1.0,0,Silver,0.46041025641025635,0.48900000000000005
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,1216,1.0,0,Silver,0.45394871794871794,0.6212307692307693
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,1254,1.0,0,Silver,0.4388461538461539,0.48900000000000005
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,270,1.0,0,Bronze,0.3644871794871795,0.8333846153846154
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,2800,1.0,0,Gold,0.7656666666666666,0.9586153846153846
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,2107,1.0,0,Gold,0.6932564102564103,0.48900000000000005
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,3696,1.0,0,Platinum,0.8287435897435897,0.7070769230769232
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,2728,1.0,1,Gold,0.6911538461538462,0.8333846153846154
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,968,1.0,0,Bronze,0.45053846153846155,0.8333846153846154
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,504,1.0,0,Bronze,0.24356410256410257,0.48900000000000005
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,949,1.0,0,Bronze,0.4037948717948718,0.9586153846153846
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,2117,1.0,1,Gold,0.5967948717948718,0.6212307692307693
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,1628,1.0,0,Silver,0.5544615384615385,0.8333846153846154
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,2394,1.0,0,Gold,0.6553589743589744,0.48900000000000005
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,1564,1.0,1,Silver,0.5006153846153847,0.6212307692307693
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,957,1.0,1,Bronze,0.4316923076923077,0.9586153846153846
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,3485,1.0,0,Platinum,0.7988974358974359,0.48900000000000005
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,2016,1.0,1,Silver,0.6751025641025641,0.7070769230769232
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,1725,1.0,0,Silver,0.5286153846153847,0.8333846153846154
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,744,1.0,0,Bronze,0.3365897435897436,0.9586153846153846
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,960,1.0,1,Bronze,0.3657179487179487,0.8333846153846154
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,2924,1.0,1,Gold,0.7401538461538462,0.9586153846153846
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,252,1.0,0,Bronze,0.158,0.8333846153846154
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,2016,1.0,0,Silver,0.5840512820512821,0.8333846153846154
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,1248,1.0,1,Silver,0.4710769230769231,0.9586153846153846
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,2184,1.0,0,Gold,0.607923076923077,0.7070769230769232
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,2475,1.0,1,Gold,0.676923076923077,0.7070769230769232
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,1116,1.0,1,Silver,0.478,0.48900000000000005
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,990,1.0,0,Bronze,0.3782820512820513,0.48900000000000005
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,270,1.0,0,Bronze,0.14794871794871794,0.8333846153846154
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,648,1.0,0,Bronze,0.3313333333333333,0.6212307692307693
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,594,1.0,0,Bronze,0.32066666666666666,0.48900000000000005
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,630,1.0,1,Bronze,0.3188205128205128,0.8333846153846154
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,1960,1.0,0,Silver,0.6787948717948717,0.48900000000000005
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,680,1.0,1,Bronze,0.39817948717948715,0.8333846153846154
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly,640,1.0,0,Bronze,0.371948717948718,0.6212307692307693
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly,1440,1.0,0,Silver,0.49476923076923074,0.9586153846153846
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Annually,2001,1.0,0,Silver,0.591076923076923,0.48900000000000005
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually,414,1.0,0,Bronze,0.22953846153846152,0.48900000000000005
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,147,1.0,0,Bronze,0.167,0.7070769230769232
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually,2990,1.0,0,Gold,0.7584102564102564,0.48900000000000005
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,PayPal,Quarterly,2976,1.0,1,Gold,0.7681282051282051,0.6212307692307693
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly,536,1.0,1,Bronze,0.31866666666666665,0.7070769230769232
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,820,1.0,0,Bronze,0.33294871794871794,0.8333846153846154
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,2205,1.0,0,Gold,0.6699230769230768,0.48900000000000005
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,1700,1.0,0,Silver,0.5850512820512821,0.48900000000000005
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly,972,1.0,1,Bronze,0.37056410256410255,0.6212307692307693
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,1764,1.0,0,Silver,0.5517435897435897,0.6212307692307693
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Annually,2091,1.0,0,Gold,0.7056410256410256,0.48900000000000005
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly,3344,1.0,0,Platinum,0.7762307692307693,0.6212307692307693
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,PayPal,Quarterly,240,1.0,1,Bronze,0.16502564102564105,0.6212307692307693
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,PayPal,Annually,1755,1.0,1,Silver,0.6231538461538462,0.48900000000000005
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Monthly,1554,1.0,0,Silver,0.5796153846153846,0.7070769230769232
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19,Cash,Monthly,1040,1.0,1,Bronze,0.38530769230769235,0.7070769230769232
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,1104,1.0,1,Silver,0.576076923076923,0.48900000000000005
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40,Cash,Annually,3608,1.0,0,Platinum,0.8117692307692308,0.48900000000000005
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6,Credit Card,Monthly,588,1.0,0,Bronze,0.3898974358974359,0.7070769230769232
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,962,1.0,0,Bronze,0.3881538461538461,0.8333846153846154
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,Yes,42,Cash,Weekly,2193,1.0,0,Gold,0.6579999999999999,0.9586153846153846
533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35,Bank Transfer,Every 3 Months,2736,1.0,1,Gold,0.6968717948717948,0.48900000000000005
534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,Yes,17,Debit Card,Weekly,1080,1.0,1,Silver,0.3986153846153846,0.9586153846153846
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,360,1.0,1,Bronze,0.3043589743589744,0.6212307692307693
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly,1125,1.0,0,Silver,0.4138974358974359,0.9586153846153846
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months,1428,1.0,1,Silver,0.5047435897435898,0.48900000000000005
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,735,1.0,0,Bronze,0.3117692307692308,0.48900000000000005
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43,Cash,Weekly,968,1.0,0,Bronze,0.5232051282051282,0.9586153846153846
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,Yes,49,Debit Card,Weekly,2400,1.0,1,Gold,0.7280256410256409,0.9586153846153846
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33,Cash,Every 3 Months,1258,1.0,0,Silver,0.4873076923076923,0.48900000000000005
542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly,1242,1.0,0,Silver,0.5718461538461538,0.8333846153846154
543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly,2844,1.0,1,Gold,0.7112820512820512,0.8333846153846154
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11,Credit Card,Monthly,1176,1.0,1,Silver,0.5153589743589744,0.7070769230769232
545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months,1984,1.0,0,Silver,0.5757692307692308,0.48900000000000005
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,1568,1.0,0,Silver,0.6374615384615384,0.48900000000000005
547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,3404,1.0,0,Platinum,0.8024615384615384,0.8333846153846154
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,1350,1.0,0,Silver,0.4611794871794872,0.9586153846153846
549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months,2688,1.0,1,Gold,0.708076923076923,0.48900000000000005
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37,Venmo,Bi-Weekly,1102,1.0,0,Silver,0.48930769230769233,0.8333846153846154
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,PayPal,Weekly,806,1.0,0,Bronze,0.34897435897435897,0.9586153846153846
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,2184,1.0,0,Gold,0.607923076923077,0.8333846153846154
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Bank Transfer,Weekly,1786,1.0,0,Silver,0.5752051282051281,0.9586153846153846
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly,944,1.0,0,Bronze,0.37210256410256415,0.6212307692307693
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,1645,1.0,0,Silver,0.5476923076923077,0.9586153846153846
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,Venmo,Annually,2166,1.0,1,Gold,0.6273589743589744,0.48900000000000005
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly,1980,1.0,1,Silver,0.5937179487179487,0.8333846153846154
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly,1920,1.0,0,Silver,0.5704615384615385,0.9586153846153846
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months,3388,1.0,0,Platinum,0.7938717948717948,0.48900000000000005
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,943,1.0,0,Bronze,0.37148717948717946,0.7070769230769232
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually,624,1.0,0,Bronze,0.28364102564102567,0.48900000000000005
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,1690,1.0,0,Silver,0.5214871794871795,0.8333846153846154
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually,2542,1.0,0,Gold,0.6856666666666666,0.48900000000000005
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,1683,1.0,1,Silver,0.5805384615384616,0.6212307692307693
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly,1798,1.0,0,Silver,0.5468974358974359,0.9586153846153846
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly,473,1.0,1,Bronze,0.2357179487179487,0.9586153846153846
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly,186,1.0,0,Bronze,0.36712820512820515,0.8333846153846154
568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly,1250,1.0,0,Silver,0.4361025641025641,0.8333846153846154
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly,3256,1.0,1,Gold,0.7647692307692308,0.7070769230769232
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months,1551,1.0,1,Silver,0.6166410256410256,0.48900000000000005
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually,2079,1.0,1,Gold,0.6275384615384616,0.48900000000000005
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,2888,1.0,0,Gold,0.7186410256410256,0.9586153846153846
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,2619,1.0,1,Gold,0.6911794871794872,0.48900000000000005
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,1632,1.0,0,Silver,0.5112307692307693,0.8333846153846154
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20,Bank Transfer,Bi-Weekly,1659,1.0,1,Silver,0.5263589743589744,0.8333846153846154
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38,PayPal,Monthly,3354,1.0,1,Platinum,0.7793076923076923,0.7070769230769232
577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months,408,1.0,1,Bronze,0.29923076923076924,0.48900000000000005
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41,Venmo,Annually,2184,1.0,0,Gold,0.6516153846153846,0.48900000000000005
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,2070,1.0,1,Gold,0.6061025641025641,0.8333846153846154
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually,2009,1.0,0,Silver,0.6838717948717948,0.48900000000000005
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10,PayPal,Weekly,880,1.0,1,Bronze,0.4122307692307693,0.9586153846153846
582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months,1300,1.0,0,Silver,0.5375897435897437,0.48900000000000005
